ID,DexID,Name,Type1,Type2,Rank,Starter,HP,Height,Weight,Attributes,Abilities,Learnset,Description,Img,Thumb,Exclude
59,#046,Paras,Bug,Grass,Beginner,True,3,0,0,"Strength,2,5,Dexterity,1,3,Vitality,2,4,Special,2,4,Insight,2,4","Effect Spore,Dry Skin,Damp","Scratch,0,Stun Spore,0,Poison Powder,1,Absorb,1,Fury Cutter,2,Spore,2,Slash,2,Growth,2,Giga Drain,2,Aromatherapy,3,Rage Powder,3,X-Scissor,3,Wide Guard,4,Rototiller,4,Leech Seed,4",,046_Paras_Dream.png,,False
60,#047,Parasect,Bug,Grass,Amateur,False,4,0,0,"Strength,3,6,Dexterity,1,3,Vitality,2,5,Special,2,5,Insight,2,5","Effect Spore,Dry Skin,Damp","Scratch,0,Stun Spore,0,Absorb,1,Poison Powder,1,Cross Poison,2,Fury Cutter,2,Spore,2,Slash,2,Growth,2,Giga Drain,2,Aromatherapy,3,Rage Powder,3,X-Scissor,3,Psybeam,4,Synthesis,4,Seed Bomb,4",,047_Parasect_Dream.png,,False
61,#048,Venonat,Bug,Poison,Beginner,True,3,0,0,"Strength,2,4,Dexterity,1,3,Vitality,2,4,Special,2,4,Insight,2,4","Compound Eyes,Tinted Lens,Run Away","Tackle,0,Foresight,0,Disable,1,Supersonic,1,Confusion,2,Poison Powder,2,Leech Life,2,Stun Spore,2,Psybeam,2,Poison Fang,2,Signal Beam,3,Zen Headbutt,3,Sleep Powder,3,Psychic,3,Agility,4,Baton Pass,4,Giga Drain,4",,048_Venonat_Dream.png,,False
62,#049,Venomoth,Bug,Poison,Amateur,False,4,0,0,"Strength,2,4,Dexterity,2,4,Vitality,2,5,Special,2,5,Insight,2,5","Shield Dust,Tinted Lens,Wonder Skin","Foresight,0,Disable,1,Confusion,1,Supersonic,1,Silver Wind,2,Quiver Dance,2,Poison Fang,2,Poison Powder,2,Leech Life,2,Stun Spore,2,Psybeam,2,Sleep Powder,3,Signal Beam,3,Zen Headbutt,3,Bug Buzz,3,Psychic,3,Giga Drain,4,Morning Sun,4,Defog,4",,049_Venomoth_Dream.png,,False
63,#050,Diglett,Ground,,Beginner,True,3,0,0,"Strength,2,4,Dexterity,3,6,Vitality,1,3,Special,1,3,Insight,1,3","Sand Veil,Arena Trap,Sand Force","Scratch,0,Sand Attack,0,Growl,1,Astonish,1,Mud Slap,1,Magnitude,2,Bulldoze,2,Sucker Punch,2,Mud Bomb,2,Earth Power,2,Dig,2,Slash,3,Earthquake,3,Fissure,3,Screech,4,Stealth Rock,4,Feint Attack,4",,050_Diglett_Dream.png,,False
64,#050A,Alolan Diglett,Ground,Steel,Beginner,True,3,0,0,"Strength,2,4,Dexterity,2,5,Vitality,1,3,Special,1,3,Insight,1,4","Sand Veil,Tangling Hair,Sand Force","Sand Attack,0,Metal Claw,0,Growl,1,Astonish,1,Mud Slap,1,Magnitude,2,Bulldoze,2,Sucker Punch,2,Mud Bomb,2,Earth Power,2,Dig,2,Iron Head,3,Earthquake,3,Fissure,3,Feint Attack,4,Metal Sound,4,Thrash,4",,050A_Diglett_Alola_Dream.png,,False
65,#051,Dugtrio,Ground,,Amateur,False,4,0,0,"Strength,2,5,Dexterity,3,7,Vitality,2,4,Special,2,4,Insight,2,5","Sand Veil,Arena Trap,Sand Force","Scratch,0,Sand Attack,0,Growl,1,Astonish,1,Mud Slap,1,Magnitude,2,Bulldoze,2,Earth Power,2,Mud Bomb,2,Rototiller,2,Dig,2,Tri Attack,2,Sand Tomb,3,Night Slash,3,Sucker Punch,3,Slash,3,Earthquake,3,Fissure,3,Rock Slide,4,Ancient Power,4,Stealth Rock,4",,051_Dugtrio_Dream.png,,False
66,#051A,Alolan Dugtrio,Ground,Steel,Amateur,False,4,0,0,"Strength,3,6,Dexterity,3,6,Vitality,2,4,Special,2,4,Insight,2,5","Sand Veil,Tangling Hair,Sand Force","Sand Attack,0,Metal Claw,0,Growl,1,Astonish,1,Mud Slap,1,Rototiller,2,Dig,2,Tri Attack,2,Sand Tomb,2,Magnitude,2,Bulldoze,2,Earth Power,2,Mud Bomb,2,Night Slash,3,Sucker Punch,3,Iron Head,3,Earthquake,3,Fissure,3,Ancient Power,4,Thrash,4,Stone Edge,4",,051A_Dugtrio_Alola_Dream.png,,False
67,#052,Meowth,Normal,,Beginner,True,3,0,0,"Strength,2,4,Dexterity,2,5,Vitality,1,3,Special,1,3,Insight,1,3","Pickup,Technician,Unnerve","Scratch,0,Growl,0,Bite,1,Fake Out,1,Fury Swipes,1,Screech,2,Feint Attack,2,Taunt,2,Pay Day,2,Slash,2,Captivate,2,Assurance,3,Nasty Plot,3,Night Slash,3,Feint,3,Charm,4,Sing,4,Snatch,4",,052_Meowth_Dream.png,,False
68,#052A,Alolan Meowth,Dark,,Beginner,True,3,0,0,"Strength,1,3,Dexterity,2,5,Vitality,1,3,Special,2,4,Insight,1,3","Pickup,Technician,Rattled","Scratch,0,Growl,0,Bite,1,Fake Out,1,Fury Swipes,1,Screech,2,Feint Attack,2,Taunt,2,Pay Day,2,Slash,2,Dark Pulse,2,Nasty Plot,3,Captivate,2,Night Slash,3,Feint,3,Assurance,3,Charm,4,Spite,4,Flatter,4",,052A_Meowth_Alola_Dream.png,,False
69,#052G,Galarian Meowth,Steel,,Beginner,True,3,0,0,"Strength,2,5,Dexterity,1,3,Vitality,2,4,Special,1,3,Insight,1,3","Pickup,Tough Claws,Unnerve","Fake Out,0,Growl,0,Scratch,0,Hone Claws,1,Pay Day,1,Metal Claw,2,Taunt,2,Swagger,2,Fury Swipes,2,Screech,2,Slash,3,Metal Sound,3,Thrash,3,Night Slash,4,Steel Beam,4,Curse,4",,001_Bulbasaur_Dream.png,,False
70,#053,Persian,Normal,,Amateur,False,4,0,0,"Strength,2,5,Dexterity,3,6,Vitality,2,4,Special,2,4,Insight,2,4","Limber,Technician,Unnerve","Scratch,0,Growl,0,Bite,1,Fake Out,1,Fury Swipes,1,Captivate,2,Play Rough,2,Screech,2,Feint Attack,2,Taunt,2,Swift,2,Power Gem,2,Slash,2,Switcheroo,3,Assurance,3,Nasty Plot,3,Night Slash,3,Feint,3,Hypnosis,4,Amnesia,4,Assist,4",,053_Persian_Dream.png,,False
71,#053A,Alolan Persian,Dark,,Amateur,False,4,0,0,"Strength,2,4,Dexterity,3,6,Vitality,2,4,Special,2,5,Insight,2,4","Fur Coat,Technician,Rattled","Scratch,0,Growl,0,Bite,1,Fake Out,1,Fury Swipes,1,Screech,1,Swift,2,Switcheroo,2,Play Rough,2,Captivate,2,Feint Attack,2,Taunt,2,Power Gem,2,Slash,2,Dark Pulse,2,Assurance,3,Nasty Plot,3,Night Slash,3,Feint,3,Quash,3,Parting Shot,4,Snarl,4,Torment,4",,053A_Persian_Alola_Dream.png,,False
72,#054,Psyduck,Water,,Beginner,True,3,0,0,"Strength,2,4,Dexterity,2,4,Vitality,2,4,Special,2,4,Insight,2,4","Damp,Cloud Nine,Swift Swim","Water Sport,0,Scratch,0,Tail Whip,1,Water Gun,1,Disable,1,Confusion,2,Water Pulse,2,Fury Swipes,2,Screech,2,Zen Headbutt,2,Aqua Tail,2,Soak,2,Amnesia,2,Psych Up,3,Hydro Pump,3,Wonder Room,3,Clear Smog,4,Confuse Ray,4,Future Sight,4",,054_Psyduck_Dream.png,,False
73,#055,Golduck,Water,,Amateur,False,4,0,0,"Strength,2,5,Dexterity,2,5,Vitality,2,5,Special,3,6,Insight,2,5","Damp,Cloud Nine,Swift Swim","Water Sport,0,Scratch,0,Tail Whip,1,Water Gun,1,Disable,1,Confusion,1,Amnesia,2,Aqua Jet,2,Water Pulse,2,Fury Swipes,2,Screech,2,Soak,2,Zen Headbutt,2,Psych Up,3,Me First,3,Hydro Pump,3,Wonder Room,3,Tri Attack,4,Confuse Ray,4,Future Sight,4",,055_Golduck_Dream.png,,False
74,#056,Mankey,Fighting,,Beginner,True,3,0,0,"Strength,2,5,Dexterity,2,5,Vitality,1,3,Special,1,3,Insight,2,4","Vital Spirit,Anger Point,Defiant","Covet,0,Scratch,0,Low Kick,1,Leer,1,Focus Energy,1,Fury Swipes,2,Pursuit,2,Karate Chop,2,Seismic Toss,2,Screech,2,Assurance,2,Swagger,2,Cross Chop,3,Thrash,3,Punishment,3,Outrage,3,Close Combat,3,Final Gambit,3,Meditate,4,Dual Chop,4,Beat Up,4,Stomping Tantrum,3",,056_Mankey_Dream.png,,False
75,#057,Primeape,Fighting,,Amateur,False,4,0,0,"Strength,3,6,Dexterity,3,6,Vitality,2,4,Special,2,4,Insight,2,5","Vital Spirit,Anger Point,Defiant","Scratch,0,Fling,1,Focus Energy,1,Leer,1,Swagger,2,Fury Swipes,2,Pursuit,2,Karate Chop,2,Seismic Toss,2,Screech,2,Assurance,2,Rage,2,Final Gambit,3,Cross Chop,3,Thrash,3,Stomping Tantrum,3,Punishment,3,Outrage,3,Close Combat,3,Night Slash,4,Meditate,4,Overheat,4",,057_Primeape_Dream.png,,False
76,#058,Growlithe,Fire,,Beginner,True,3,0,0,"Strength,2,5,Dexterity,2,5,Vitality,2,4,Special,2,5,Insight,2,4","Intimidate,Flash Fire,Justified","Roar,0,Bite,0,Ember,1,Leer,1,Odor Sleuth,1,Helping Hand,1,Flame Wheel,2,Reversal,2,Fire Fang,2,Take Down,2,Flame Burst,2,Agility,2,Retaliate,2,Flamethrower,2,Crunch,3,Heat Wave,3,Outrage,3,Flare Blitz,3,Howl,4,Close Combat,4,Charm,4",,058_Growlithe_Dream.png,,False
77,#059,Arcanine,Fire,,Ace,False,4,0,0,"Strength,3,6,Dexterity,3,6,Vitality,2,5,Special,3,6,Insight,2,5","Intimidate,Flash Fire,Justified","Roar,0,Bite,0,Odor Sleuth,1,Thunder Fang,2,Fire Fang,2,Burn Up,3,Extreme Speed,3,Morning Sun,4,Dragon Pulse,4,Wild Charge,4",,059_Arcanine_Dream.png,,False
78,#060,Poliwag,Water,,Beginner,True,3,0,0,"Strength,2,4,Dexterity,2,5,Vitality,1,3,Special,1,3,Insight,1,3","Water Absorb,Damp,Swift Swim","Water Sport,0,Water Gun,0,Hypnosis,1,Bubble,1,Double Slap,2,Rain Dance,2,Body Slam,2,Bubble Beam,2,Mud Shot,2,Belly Drum,3,Wake-Up Slap,3,Hydro Pump,3,Mud Bomb,3,Icy Wind,4,Mind Reader,4,Refresh,4",,060_Poliwag_Dream.png,,False
79,#061,Poliwhirl,Water,,Amateur,False,4,0,0,"Strength,2,4,Dexterity,2,5,Vitality,2,4,Special,2,4,Insight,2,4","Water Absorb,Damp,Swift Swim","Water Sport,0,Water Gun,0,Hypnosis,1,Bubble,1,Double Slap,2,Rain Dance,2,Body Slam,2,Bubble Beam,2,Mud Shot,2,Belly Drum,3,Wake-Up Slap,3,Hydro Pump,3,Mud Bomb,3,Ice Punch,4,Mind Reader,4,Refresh,4",,061_Poliwhirl_Dream.png,,False
80,#062,Poliwrath,Water,Fighting,Ace,False,5,0,0,"Strength,3,6,Dexterity,2,5,Vitality,3,6,Special,2,5,Insight,2,5","Water Absorb,Damp,Swift Swim","Circle Throw,1,Hypnosis,1,Bubble Beam,2,Double Slap,2,Submission,2,Dynamic Punch,3,Mind Reader,3,Ice Punch,4,Seismic Toss,4,Counter,4",,062_Poliwrath_Dream.png,,False
81,#063,Abra,Psychic,,Beginner,True,3,0,0,"Strength,1,3,Dexterity,2,5,Vitality,1,2,Special,3,6,Insight,1,3","Synchronize,Inner Focus,Magic Guard","Teleport,0,Mimic,3,Signal Beam,3,Metronome,3",,063_Abra_Dream.png,,False
82,#064,Kadabra,Psychic,,Amateur,False,4,0,0,"Strength,1,3,Dexterity,3,6,Vitality,1,3,Special,3,7,Insight,2,5","Synchronize,Inner Focus,Magic Guard","Teleport,0,Kinesis,0,Confusion,1,Disable,1,Miracle Eye,1,Ally Switch,2,Psybeam,2,Reflect,2,Telekinesis,2,Role Play,2,Psycho Cut,2,Recover,3,Psychic,3,Future Sight,3,Trick,3,Snatch,4,Foul Play,4,Wonder Room,4",,064_Kadabra_Dream.png,,False
83,#065,Alakazam,Psychic,,Ace,False,5,0,0,"Strength,2,4,Dexterity,3,7,Vitality,2,4,Special,3,7,Insight,3,6","Synchronize,Inner Focus,Magic Guard","Teleport,0,Kinesis,0,Confusion,1,Disable,1,Miracle Eye,1,Ally Switch,2,Psybeam,2,Reflect,2,Telekinesis,2,Role Play,2,Psycho Cut,2,Recover,3,Psychic,3,Future Sight,3,Trick,3,Snatch,4,Foul Play,4,Wonder Room,4",,065_Alakazam_Dream.png,,False
84,#065M,Mega-Alakazam,Psychic,,Pro,False,6,0,0,"Strength,2,4,Dexterity,4,8,Vitality,2,4,Special,4,9,Insight,3,6",Trace,"Teleport,0,Kinesis,0,Confusion,1,Disable,1,Miracle Eye,1,Ally Switch,2,Psybeam,2,Reflect,2,Telekinesis,2,Role Play,2,Psycho Cut,2,Recover,3,Psychic,3,Future Sight,3,Trick,3,Snatch,4,Foul Play,4,Wonder Room,4",,065M_Alakazam_Mega_Dream.png,,False
85,#066,Machop,Fighting,,Beginner,True,3,0,0,"Strength,2,5,Dexterity,1,3,Vitality,2,4,Special,1,3,Insight,1,3","Guts,No Guard,Steadfast","Low Kick,0,Leer,0,Focus Energy,1,Karate Chop,1,Foresight,1,Low Sweep,2,Knock Off,2,Seismic Toss,2,Revenge,2,Vital Throw,2,Dual Chop,2,Submission,2,Wake-Up Slap,2,Bulk Up,3,Cross Chop,3,Scary Face,3,Dynamic Punch,3,Meditate,4,Bullet Punch,4,Ice Punch,4",,066_Machop_Dream.png,,False
86,#067,Machoke,Fighting,,Amateur,False,4,0,0,"Strength,3,6,Dexterity,2,4,Vitality,2,5,Special,2,4,Insight,2,4","Guts,No Guard,Steadfast","Low Kick,0,Leer,0,Focus Energy,1,Karate Chop,1,Foresight,1,Low Sweep,2,Knock Off,2,Seismic Toss,2,Revenge,2,Vital Throw,2,Dual Chop,2,Submission,2,Wake-Up Slap,2,Bulk Up,3,Cross Chop,3,Scary Face,3,Dynamic Punch,3,Meditate,4,Bullet Punch,4,Fire Punch,4",,067_Machoke_Dream.png,,False
87,#068,Machamp,Fighting,,Ace,False,5,0,0,"Strength,3,7,Dexterity,2,4,Vitality,2,5,Special,2,4,Insight,2,5","Guts,No Guard,Steadfast","Low Kick,0,Strength,0,Leer,0,Foresight,1,Karate Chop,1,Focus Energy,1,Low Sweep,2,Wide Guard,2,Knock Off,2,Seismic Toss,2,Revenge,2,Vital Throw,2,Dual Chop,2,Submission,2,Wake-Up Slap,2,Bulk Up,3,Cross Chop,3,Scary Face,3,Dynamic Punch,3,Thunder Punch,4,Tickle,4,Close Combat,4",,068_Machamp_Dream.png,,False
88,#069,Bellsprout,Grass,Poison,Starter,True,3,0,0,"Strength,2,5,Dexterity,1,3,Vitality,1,3,Special,2,5,Insight,1,3","Chlorophyll,Gluttony","Vine Whip,0,Growth,0,Wrap,1,Sleep Powder,1,Poison Powder,1,Stun Spore,2,Acid,2,Knock Off,2,Sweet Scent,2,Gastro Acid,2,Razor Leaf,2,Slam,3,Poison Jab,3,Wring Out,3,Ingrain,4,Tickle,4,Weather Ball,4",,069_Bellsprout_Dream.png,,False
89,#070,Weepinbell,Grass,Poison,Beginner,False,4,0,0,"Strength,2,5,Dexterity,2,4,Vitality,2,4,Special,2,5,Insight,2,4","Chlorophyll,Gluttony","Vine Whip,0,Growth,0,Wrap,1,Sleep Powder,1,Poison Powder,1,Stun Spore,2,Acid,2,Knock Off,2,Sweet Scent,2,Gastro Acid,2,Razor Leaf,2,Slam,3,Poison Jab,3,Wring Out,3,Ingrain,4,Tickle,4,Weather Ball,4",,070_Weepinbell_Dream.png,,False
90,#071,Victreebel,Grass,Poison,Amateur,False,5,0,0,"Strength,3,6,Dexterity,2,5,Vitality,2,4,Special,3,6,Insight,2,5","Chlorophyll,Gluttony","Vine Whip,0,Swallow,1,Spit Up,1,Stockpile,1,Sleep Powder,2,Sweet Scent,2,Razor Leaf,2,Leaf Tornado,2,Leaf Storm,3,Leaf Blade,3,Belch,4,Power Whip,4,Synthesis,4",,071_Victreebel_Dream.png,,False
91,#072,Tentacool,Water,Poison,Beginner,True,3,0,0,"Strength,1,3,Dexterity,2,5,Vitality,1,3,Special,2,4,Insight,3,6","Clear Body,Liquid Ooze,Rain Dish","Poison Sting,0,Supersonic,0,Constrict,1,Acid,1,Toxic Spikes,2,Bubble Beam,2,Wrap,2,Acid Spray,2,Barrier,2,Water Pulse,2,Brine,2,Poison Jab,2,Screech,3,Hex,3,Hydro Pump,3,Sludge Wave,3,Wring Out,3,Aurora Beam,4,Confuse Ray,4,Magic Coat,4",,072_Tentacool_Dream.png,,False
92,#073,Tentacruel,Water,Poison,Amateur,False,5,0,0,"Strength,2,5,Dexterity,3,6,Vitality,2,4,Special,2,5,Insight,3,7","Clear Body,Liquid Ooze,Rain Dish","Poison Sting,0,Supersonic,0,Constrict,1,Acid,1,Brine,2,Poison Jab,2,Toxic Spikes,2,Bubble Beam,2,Wrap,2,Acid Spray,2,Barrier,2,Water Pulse,2,Reflect Type,3,Wring Out,3,Screech,3,Hex,3,Hydro Pump,3,Sludge Wave,3,Giga Drain,4,Mirror Coat,4,Aqua Ring,4",,073_Tentacruel_Dream.png,,False
93,#074,Geodude,Rock,Ground,Beginner,True,3,0,0,"Strength,2,5,Dexterity,1,3,Vitality,3,6,Special,1,3,Insight,1,3","Rock Head,Sturdy,Sand Veil","Tackle,0,Defense Curl,0,Mud Sport,1,Rock Polish,1,Rollout,1,Magnitude,2,Rock Throw,2,Rock Blast,2,Smack Down,2,Self Destruct,2,Bulldoze,2,Stealth Rock,2,Earthquake,3,Explosion,3,Double-Edge,3,Stone Edge,3,Rock Climb,4,Wide Guard,4,Sucker Punch,4",,074_Geodude_Dream.png,,False
94,#074A,Alolan Geodude,Rock,Electric,Beginner,True,3,0,0,"Strength,2,5,Dexterity,1,3,Vitality,3,6,Special,1,3,Insight,1,3","Magnet Pull,Sturdy,Galvanize","Tackle,0,Defense Curl,0,Charge,1,Rock Polish,1,Rollout,1,Spark,2,Rock Throw,2,Smack Down,2,Thunder Punch,2,Self Destruct,2,Stealth Rock,2,Rock Blast,2,Discharge,3,Explosion,3,Double-Edge,3,Stone Edge,3,Rock Climb,4,Wide Guard,4,Screech,4",,074A_Geodude_Alola_Dream.png,,False
95,#075,Graveler,Rock,Ground,Amateur,False,4,0,0,"Strength,3,6,Dexterity,1,3,Vitality,3,6,Special,2,4,Insight,2,4","Rock Head,Sturdy,Sand Veil","Tackle,0,Defense Curl,0,Mud Sport,1,Rock Polish,1,Rollout,1,Magnitude,2,Rock Throw,2,Rock Blast,2,Smack Down,2,Self Destruct,2,Bulldoze,2,Stealth Rock,2,Earthquake,3,Explosion,3,Double-Edge,3,Stone Edge,3,Rock Climb,4,Wide Guard,4,Sucker Punch,4",,075_Graveler_Dream.png,,False
96,#075A,Alolan Graveler,Rock,Electric,Amateur,False,4,0,0,"Strength,3,6,Dexterity,1,3,Vitality,3,6,Special,2,4,Insight,2,4","Magnet Pull,Sturdy,Galvanize","Tackle,0,Defense Curl,0,Charge,1,Rock Polish,1,Rollout,1,Spark,2,Rock Throw,2,Smack Down,2,Thunder Punch,2,Self Destruct,2,Stealth Rock,2,Rock Blast,2,Discharge,3,Explosion,3,Double-Edge,3,Stone Edge,3,Rock Climb,4,Wide Guard,4,Screech,4",,075A_Graveler_Alola_Dream.png,,False
97,#076,Golem,Rock,Ground,Ace,False,5,0,0,"Strength,3,8,Dexterity,2,4,Vitality,3,7,Special,2,4,Insight,2,4","Rock Head,Sturdy,Sand Veil","Tackle,0,Defense Curl,0,Mud Sport,1,Rock Polish,1,Steamroller,1,Magnitude,2,Rock Throw,2,Rock Blast,2,Smack Down,2,Self Destruct,2,Bulldoze,2,Stealth Rock,2,Earthquake,3,Explosion,3,Double-Edge,3,Stone Edge,3,Heavy Slam,3,Iron Defense,4,Superpower,4,Thunder Punch,4",,076_Golem_Dream.png,,False
98,#076A,Alolan Golem,Rock,Electric,Ace,False,5,0,0,"Strength,3,7,Dexterity,2,4,Vitality,3,7,Special,2,4,Insight,2,4","Magnet Pull,Sturdy,Galvanize","Tackle,0,Defense Curl,0,Charge,1,Rock Polish,1,Rollout,1,Spark,2,Rock Throw,2,Smack Down,2,Thunder Punch,2,Self Destruct,2,Stealth Rock,2,Rock Blast,2,Discharge,3,Explosion,3,Double-Edge,3,Heavy Slam,3,Magnet Rise,4,Counter,4,Wild Charge,4",,076A_Golem_Alola_Dream.png,,False
99,#077,Ponyta,Fire,,Beginner,True,3,0,0,"Strength,2,5,Dexterity,2,5,Vitality,2,4,Special,2,4,Insight,2,4","Run Away,Flash Fire,Flame Body","Tackle,0,Growl,0,Tail Whip,1,Ember,1,Flame Wheel,1,Take Down,1,Flame Charge,2,Fire Spin,2,Stomp,2,Inferno,2,Agility,3,Fire Blast,3,Bounce,3,Flare Blitz,3,Morning Sun,4,Double Kick,4,Hypnosis,4",,077_Ponyta_Dream.png,,False
100,#077G,Galarian Ponyta,Psychic,,Amateur,True,3,0,0,"Strength,2,5,Dexterity,2,5,Vitality,2,4,Special,2,4,Insight,2,4","Run Away,Pastel Veil,Anticipation","Tackle,0,Growl,0,Tail Whip,1,Confusion,1,Fairy Wind,1,Agility,2,Psybeam,2,Take Down,2,Heal Pulse,2,Stomp,2,Psychic,3,Dazzling Gleam,3,Healing Wish,3,Ally Switch,4,Future Sight,4,Protect,4",,001_Bulbasaur_Dream.png,,False
101,#078,Rapidash,Fire,,Amateur,False,4,0,0,"Strength,3,6,Dexterity,3,6,Vitality,2,5,Special,2,5,Insight,2,5","Run Away,Flash Fire,Flame Body","Ember,0,Growl,0,Quick Attack,1,Tail Whip,1,Flame Wheel,1,Take Down,1,Poison Jab,2,Stomp,2,Flame Charge,2,Fire Spin,2,Fury Attack,2,Inferno,2,Megahorn,2,Agility,3,Fire Blast,3,Bounce,3,Flare Blitz,3,Horn Drill,4,Morning Sun,4,Drill Run,4",,078_Rapidash_Dream.png,,False
102,#078G,Galarian Rapidash,Psychic,Fairy,Ace,False,4,0,0,"Strength,3,6,Dexterity,3,6,Vitality,2,5,Special,2,5,Insight,2,5","Run Away,Pastel Veil,Anticipation","Tackle,0,Growl,0,Tail Whip,1,Confusion,1,Fairy Wind,2,Agility,2,Psycho Cut,2,Take Down,2,Psybeam,2,Stomp,2,Heal Pulse,2,Dazzling Gleam,3,Psychic,3,Megahorn,3,Healing Wish,3,High Horsepower,4,Magic Room,4,Bounce,4",,001_Bulbasaur_Dream.png,,False
103,#079,Slowpoke,Water,Psychic,Beginner,True,4,0,0,"Strength,2,4,Dexterity,1,2,Vitality,2,4,Special,1,3,Insight,1,3","Oblivious,Own Tempo,Regenerator","Yawn,0,Tackle,0,Curse,1,Growl,1,Water Gun,1,Confusion,2,Disable,2,Headbutt,2,Water Pulse,2,Zen Headbutt,2,Slack Off,2,Amnesia,2,Psychic,3,Rain Dance,3,Psych Up,3,Heal Pulse,3,Future Sight,4,Mud Sport,4,Icy Wind,4",,079_Slowpoke_Dream.png,,False
104,#079G,Galarian Slowpoke,Psychic,,Beginner,False,4,0,0,"Strength,2,4,Dexterity,1,2,Vitality,2,4,Special,1,3,Insight,1,3","Gluttony,Own Tempo,Regenerator","Yawn,0,Tackle,0,Curse,1,Growl,1,Water Gun,1,Confusion,2,Disable,2,Headbutt,2,Water Pulse,2,Zen Headbutt,2,Slack Off,2,Amnesia,2,Psychic,3,Rain Dance,3,Psych Up,3,Heal Pulse,3,Future Sight,4,Mud Sport,4,Icy Wind,4",,001_Bulbasaur_Dream.png,,False
105,#080,Slowbro,Water,Psychic,Amateur,False,5,0,0,"Strength,2,5,Dexterity,1,3,Vitality,4,6,Special,3,6,Insight,2,5","Oblivious,Own Tempo,Regenerator","Yawn,0,Tackle,0,Curse,1,Growl,1,Water Gun,1,Confusion,2,Disable,2,Headbutt,2,Water Pulse,2,Zen Headbutt,2,Slack Off,2,Withdraw,2,Amnesia,2,Psychic,3,Rain Dance,3,Psych Up,3,Heal Pulse,3,Aqua Tail,4,Belly Drum,4,Future Sight,4",,080_Slowbro_Dream.png,,False
106,#080M,Mega-Slowbro,Water,Psychic,Ace,False,5,0,0,"Strength,2,5,Dexterity,1,2,Vitality,4,9,Special,3,7,Insight,2,5",Shell Armor,"Yawn,0,Tackle,0,Curse,1,Growl,1,Water Gun,1,Confusion,2,Disable,2,Headbutt,2,Water Pulse,2,Zen Headbutt,2,Slack Off,2,Withdraw,2,Amnesia,2,Psychic,3,Rain Dance,3,Psych Up,3,Heal Pulse,3,Aqua Tail,4,Belly Drum,4,Future Sight,4",,080M_Slowbro_Mega_Dream.png,,False
107,#081,Magnemite,Electric,Steel,Beginner,True,3,0,0,"Strength,2,4,Dexterity,2,5,Vitality,2,4,Special,2,4,Insight,2,4","Magnet Pull,Sturdy,Analytic","Tackle,0,Supersonic,0,Thunder Shock,1,Sonic Boom,1,Light Screen,2,Thunder Wave,2,Magnet Bomb,2,Spark,2,Mirror Shot,2,Metal Sound,2,Electro Ball,2,Flash Cannon,2,Screech,2,Magnet Rise,2,Lock-On,2,Discharge,3,Gyro Ball,3,Zap Cannon,3,Gravity,4,Iron Defense,4,Signal Beam,4",,081_Magnemite_Dream.png,,False
108,#082,Magneton,Electric,Steel,Amateur,False,4,0,0,"Strength,2,4,Dexterity,2,5,Vitality,3,6,Special,3,7,Insight,2,6","Magnet Pull,Sturdy,Analytic","Supersonic,0,Tackle,0,Tri Attack,1,Thunder Shock,1,Sonic Boom,1,Electric Terrain,1,Light Screen,2,Thunder Wave,2,Magnet Bomb,2,Spark,2,Mirror Shot,2,Metal Sound,2,Electro Ball,2,Flash Cannon,2,Screech,2,Magnet Rise,2,Lock-On,2,Discharge,3,Gyro Ball,3,Zap Cannon,3,Gravity,4,Iron Defense,4,Signal Beam,4",,082_Magneton_Dream.png,,False
109,#083,Farfetch'd,Normal,Flying,Beginner,False,4,0,0,"Strength,2,5,Dexterity,2,4,Vitality,2,4,Special,2,4,Insight,2,4","Keen Eye,Inner Focus,Defiant","Peck,0,Sand Attack,0,Fury Cutter,1,Leer,1,Acrobatics,2,Fury Attack,2,Knock Off,2,Slash,2,Air Cutter,2,Swords Dance,2,Agility,2,Poison Jab,2,Night Slash,3,Feint,3,False Swipe,3,Air Slash,3,Brave Bird,4,Leaf Blade,4,Feather Dance,4,Roost,4",,083_Farfetchd_Dream.png,,False
110,#083G,Galarian Farfetch'd,Fighting,,Beginner,False,3,0,0,"Strength,2,5,Dexterity,2,4,Vitality,2,4,Special,2,4,Insight,2,4","Steadfast,Scrappy","Peck,0,Sand Attack,0,Leer,1,Fury Cutter,1,Rock Smash,1,Brutal Swing,2,Detect,2,Knock Off,2,Defog,2,Brick Break,2,Slam,2,Swords Dance,3,Leaf Blade,3,Final Gambit,3,Brave Bird,3,Solar Beam,4,Steel Wing,4,Feather Dance,4",,001_Bulbasaur_Dream.png,,False
111,#084,Doduo,Normal,Flying,Beginner,True,3,0,0,"Strength,2,5,Dexterity,2,5,Vitality,2,4,Special,1,3,Insight,1,3","Run Away,Early Bird,Tangled Feet","Peck,0,Growl,0,Quick Attack,1,Rage,1,Fury Attack,2,Pursuit,2,Pluck,2,Uproar,2,Acupressure,2,Double Hit,2,Swords Dance,2,Agility,2,Jump Kick,3,Drill Peck,3,Endeavor,3,Thrash,3,Mirror Move,4,Feint Attack,4,Brave Bird,4",,084_Doduo_Dream.png,,False
