ID,Moves,Ranks
99,"Tackle,Growl,Tail Whip,Ember,Flame Wheel,Take Down,Flame Charge,Fire Spin,Stomp,Inferno,Agility,Fire Blast,Bounce,Flare Blitz,Morning Sun,Double Kick,Hypnosis","0,0,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4"
100,"Tackle,Growl,Tail Whip,Confusion,Fairy Wind,Agility,Psybeam,Take Down,Heal Pulse,Stomp,Psychic,Dazzling Gleam,Healing Wish,Ally Switch,Future Sight,Protect","0,0,1,1,1,2,2,2,2,2,3,3,3,4,4,4"
101,"Ember,Growl,Quick Attack,Tail Whip,Flame Wheel,Take Down,Poison Jab,Stomp,Flame Charge,Fire Spin,Fury Attack,Inferno,Megahorn,Agility,Fire Blast,Bounce,Flare Blitz,Horn Drill,Morning Sun,Drill Run","0,0,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
102,"Tackle,Growl,Tail Whip,Confusion,Fairy Wind,Agility,Psycho Cut,Take Down,Psybeam,Stomp,Heal Pulse,Dazzling Gleam,Psychic,Megahorn,Healing Wish,High Horsepower,Magic Room,Bounce","0,0,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
103,"Yawn,Tackle,Curse,Growl,Water Gun,Confusion,Disable,Headbutt,Water Pulse,Zen Headbutt,Slack Off,Amnesia,Psychic,Rain Dance,Psych Up,Heal Pulse,Future Sight,Mud Sport,Icy Wind","0,0,1,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
104,"Yawn,Tackle,Curse,Growl,Water Gun,Confusion,Disable,Headbutt,Water Pulse,Zen Headbutt,Slack Off,Amnesia,Psychic,Rain Dance,Psych Up,Heal Pulse,Future Sight,Mud Sport,Icy Wind","0,0,1,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
105,"Yawn,Tackle,Curse,Growl,Water Gun,Confusion,Disable,Headbutt,Water Pulse,Zen Headbutt,Slack Off,Withdraw,Amnesia,Psychic,Rain Dance,Psych Up,Heal Pulse,Aqua Tail,Belly Drum,Future Sight","0,0,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
106,"Yawn,Tackle,Curse,Growl,Water Gun,Confusion,Disable,Headbutt,Water Pulse,Zen Headbutt,Slack Off,Withdraw,Amnesia,Psychic,Rain Dance,Psych Up,Heal Pulse,Aqua Tail,Belly Drum,Future Sight","0,0,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
107,"Tackle,Supersonic,Thunder Shock,Sonic Boom,Light Screen,Thunder Wave,Magnet Bomb,Spark,Mirror Shot,Metal Sound,Electro Ball,Flash Cannon,Screech,Magnet Rise,Lock-On,Discharge,Gyro Ball,Zap Cannon,Gravity,Iron Defense,Signal Beam","0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,4,4"
108,"Supersonic,Tackle,Tri Attack,Thunder Shock,Sonic Boom,Electric Terrain,Light Screen,Thunder Wave,Magnet Bomb,Spark,Mirror Shot,Metal Sound,Electro Ball,Flash Cannon,Screech,Magnet Rise,Lock-On,Discharge,Gyro Ball,Zap Cannon,Gravity,Iron Defense,Signal Beam","0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,4,4"
109,"Peck,Sand Attack,Fury Cutter,Leer,Acrobatics,Fury Attack,Knock Off,Slash,Air Cutter,Swords Dance,Agility,Poison Jab,Night Slash,Feint,False Swipe,Air Slash,Brave Bird,Leaf Blade,Feather Dance,Roost","0,0,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4,4"
110,"Peck,Sand Attack,Leer,Fury Cutter,Rock Smash,Brutal Swing,Detect,Knock Off,Defog,Brick Break,Slam,Swords Dance,Leaf Blade,Final Gambit,Brave Bird,Solar Beam,Steel Wing,Feather Dance","0,0,1,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4"
111,"Peck,Growl,Quick Attack,Rage,Fury Attack,Pursuit,Pluck,Uproar,Acupressure,Double Hit,Swords Dance,Agility,Jump Kick,Drill Peck,Endeavor,Thrash,Mirror Move,Feint Attack,Brave Bird","0,0,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
112,"Peck,Growl,Quick Attack,Rage,Fury Attack,Pursuit,Pluck,Uproar,Acupressure,Tri Attack,Swords Dance,Agility,Jump Kick,Drill Peck,Endeavor,Thrash,Mirror Move,Feint Attack,Brave Bird","0,0,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
113,"Water Sport,Growl,Encore,Icy Wind,Take Down,Ice Shard,Rest,Aqua Ring,Aurora Beam,Aqua Jet,Brine,Headbutt,Dive,Aqua Tail,Ice Beam,Safeguard,Hail,Fake Out,Lick,Signal Beam","0,0,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
114,"Signal Beam,Growl,Encore,Icy Wind,Take Down,Ice Shard,Rest,Aqua Ring,Aurora Beam,Aqua Jet,Brine,Sheer Cold,Headbutt,Dive,Aqua Tail,Ice Beam,Safeguard,Hail,Avalanche,Perish Song,Horn Drill","0,0,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
115,"Pound,Poison Gas,Harden,Mud Slap,Disable,Sludge,Minimize,Mud Bomb,Sludge Bomb,Fling,Screech,Sludge Wave,Acid Armor,Gunk Shot,Belch,Memento,Shadow Sneak,Giga Drain,Scary Face","0,0,1,1,1,2,2,2,2,2,2,3,3,3,3,3,4,4,4"
116,"Pound,Poison Gas,Harden,Bite,Disable,Acid Spray,Poison Fang,Minimize,Fling,Knock Off,Crunch,Screech,Gunk Shot,Acid Armor,Belch,Memento,Assurance,Clear Smog,Shadow Sneak","0,0,1,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
117,"Pound,Poison Gas,Harden,Mud Slap,Disable,Venom Drench,Sludge,Minimize,Mud Bomb,Sludge Bomb,Fling,Screech,Sludge Wave,Acid Armor,Gunk Shot,Belch,Memento,Self Destruct,Shadow Sneak,Giga Drain","0,0,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4"
118,"Poison Gas,Pound,Disable,Harden,Bite,Venom Drench,Acid Spray,Poison Fang,Minimize,Fling,Knock Off,Crunch,Screech,Gunk Shot,Acid Armor,Belch,Memento,Stockpile,Swallow,Shadow Sneak","0,0,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
119,"Tackle,Water Gun,Protect,Supersonic,Icicle Spear,Withdraw,Leer,Clamp,Ice Shard,Razor Shell,Aurora Beam,Whirlpool,Brine,Iron Defense,Ice Beam,Shell Smash,Hydro Pump,Aqua Ring,Rock Blast,Rapid Spin","0,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
120,"Withdraw,Protect,Supersonic,Spike Cannon,Aurora Beam,Toxic Spikes,Hydro Pump,Shell Smash,Spikes,Icicle Crash,Aqua Ring,Rock Blast,Self Destruct","0,1,1,2,2,2,3,3,3,3,4,4,4"
121,"Spite,Lick,Night Shade,Mean Look,Curse,Hypnosis,Confuse Ray,Sucker Punch,Payback,Shadow Ball,Dark Pulse,Dream Eater,Destiny Bond,Hex,Nightmare,Clear Smog,Icy Wind,Grudge","0,0,1,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4"
122,"Spite,Lick,Curse,Mean Look,Night Shade,Hypnosis,Confuse Ray,Sucker Punch,Shadow Punch,Payback,Shadow Ball,Dark Pulse,Dream Eater,Destiny Bond,Hex,Nightmare,Icy Wind,Grudge,Trick","0,0,1,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
123,"Spite,Lick,Curse,Mean Look,Night Shade,Hypnosis,Confuse Ray,Sucker Punch,Shadow Punch,Payback,Shadow Ball,Dark Pulse,Dream Eater,Destiny Bond,Hex,Nightmare,Perish Song,Icy Wind,Giga Drain","0,0,1,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
124,"Spite,Lick,Curse,Mean Look,Night Shade,Hypnosis,Confuse Ray,Sucker Punch,Shadow Punch,Payback,Shadow Ball,Dark Pulse,Dream Eater,Destiny Bond,Hex,Nightmare,Perish Song,Icy Wind,Giga Drain","0,0,1,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
125,"Tackle,Harden,Mud Sport,Bind,Curse,Rock Throw,Rock Tomb,Rage,Stealth Rock,Rock Polish,Smack Down,Dragon Breath,Slam,Screech,Rock Slide,Sand Tomb,Dig,Iron Tail,Stone Edge,Double-Edge,Sandstorm,Ancient Power,Self Destruct,Endure","0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
126,"Pound,Hypnosis,Disable,Poison Gas,Meditate,Psybeam,Headbutt,Psych Up,Synchronoise,Zen Headbutt,Swagger,Psychic,Nasty Plot,Psyshock,Future Sight,Role Play,Thunder Wave,Substitute","0,0,1,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4"
127,"Hypnosis,Pound,Confusion,Disable,Poison Gas,Meditate,Nightmare,Headbutt,Switcheroo,Swagger,Psybeam,Headbutt,Psych Up,Synchronoise,Zen Headbutt,Nasty Plot,Psychic,Psyshock,Future Sight,Thunder Wave,Substitute,Metronome","0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
128,"Bubble,Mud Sport,Vice Grip,Leer,Harden,Bubble Beam,Mud Shot,Metal Claw,Stomp,Protect,Slam,Guillotine,Brine,Crabhammer,Flail,Agility,Iron Defense,Mimic","0,0,1,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4"
129,"Mud Sport,Bubble,Leer,Vice Grip,Harden,Wide Guard,Bubble Beam,Mud Shot,Metal Claw,Stomp,Protect,Slam,Guillotine,Brine,Crabhammer,Flail,Agility,Iron Defense,Mimic","0,0,1,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
130,"Charge,Tackle,Sonic Boom,Eerie Impulse,Spark,Rollout,Screech,Charge Beam,Light Screen,Electro Ball,Self Destruct,Swift,Discharge,Magnet Rise,Gyro Ball,Explosion,Mirror Coat,Endure,Sucker Punch,Foul Play","0,0,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
131,"Charge,Tackle,Eerie Impulse,Sonic Boom,Spark,Magnetic Flux,Rollout,Screech,Charge Beam,Light Screen,Electro Ball,Self Destruct,Swift,Discharge,Magnet Rise,Gyro Ball,Explosion,Mirror Coat,Foul Play,Sucker Punch,Endure","0,0,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
132,"Barrage,Uproar,Hypnosis,Reflect,Leech Seed,Bullet Seed,Stun Spore,Poison Powder,Sleep Powder,Confusion,Worry Seed,Natural Gift,Solar Beam,Extrasensory,Bestow,Nightmare,Ingrain,Curse","0,0,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
133,"Barrage,Confusion,Hypnosis,Seed Bomb,Stomp,Psyshock,Egg Bomb,Wood Hammer,Leaf Storm,Nightmare,Grassy Terrain,Curse","0,1,1,2,2,2,2,3,3,4,4,4"
134,"Barrage,Hypnosis,Confusion,Seed Bomb,Egg Bomb,Psyshock,Dragon Hammer,Wood Hammer,Leaf Storm,Dragon Tail,Ingrain,Giga Impact","0,1,1,2,2,2,2,3,3,4,4,4"
135,"Growl,Tail Whip,Bone Club,Focus Energy,Leer,Headbutt,Bonemerang,Rage,False Swipe,Endeavor,Fling,Bone Rush,Stomping Tantrum,Thrash,Double-Edge,Retaliate,Iron Defense,Double Kick,Detect","0,0,1,1,1,2,2,2,2,2,2,3,3,3,3,3,4,4,4"
136,"Growl,Tail Whip,Bone Club,Focus Energy,Leer,Headbutt,Bonemerang,Rage,False Swipe,Endeavor,Fling,Bone Rush,Stomping Tantrum,Thrash,Double-Edge,Retaliate,Perish Song,Outrage,Detect","0,0,1,1,1,2,2,2,2,2,2,3,3,3,3,3,4,4,4"
137,"Growl,Tail Whip,Bone Club,Hex,Leer,Flame Wheel,Bonemerang,Will-O-Wisp,Shadow Bone,Endeavor,Fling,Stomping Tantrum,Thrash,Flare Blitz,Retaliate,Bone Rush,Perish Song,Brutal Swing,Flame Charge","0,0,1,1,1,2,2,2,2,2,2,3,3,3,3,3,4,4,4"
138,"Double Kick,Revenge,Meditate,Rolling Kick,Jump Kick,Brick Break,Focus Energy,Feint,High Jump Kick,Mind Reader,Foresight,Wide Guard,Blaze Kick,Endure,Mega Kick,Close Combat,Reversal,Bounce,Rapid Spin,Mach Punch","0,0,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
139,"Revenge,Comet Punch,Agility,Pursuit,Mach Punch,Bullet Punch,Feint,Vacuum Wave,Quick Guard,Thunder Punch,Ice Punch,Fire Punch,Sky Uppercut,Mega Punch,Detect,Focus Punch,Counter,Close Combat,Rapid Spin,Drain Punch,High Jump Kick","0,0,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
140,"Lick,Supersonic,Defense Curl,Knock Off,Wrap,Stomp,Disable,Slam,Rollout,Chip Away,Me First,Refresh,Screech,Power Whip,Wring Out,Belly Drum,Aqua Tail,Zen Headbutt","0,0,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
141,"Poison Gas,Tackle,Smog,Smokescreen,Clear Smog,Assurance,Sludge,Self Destruct,Haze,Gyro Ball,Sludge Bomb,Explosion,Destiny Bond,Belch,Memento,Toxic Spikes,Pain Split,Rollout","0,0,1,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4"
142,"Poison Gas,Tackle,Smog,Smokescreen,Clear Smog,Assurance,Sludge,Self Destruct,Haze,Double Hit,Sludge Bomb,Explosion,Destiny Bond,Belch,Memento,Toxic Spikes,Pain Split,Psybeam","0,0,1,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4"
143,"Poison Gas,Tackle,Fairy Wind,Aromatic Mist,Clear Smog,Smog,Smokescreen,Haze,Defog,Double Hit,Assurance,Sludge,Aromatherapy,Self Destruct,Sludge Bomb,Toxic,Belch,Explosion,Strange Steam,Destiny Bond,Memento,Misty Terrain,Flamethrower,Stockpile,Swallow","0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4"
144,"Horn Attack,Tail Whip,Stomp,Fury Attack,Smack Down,Scary Face,Rock Blast,Bulldoze,Chip Away,Take Down,Drill Run,Stone Edge,Earthquake,Horn Drill,Megahorn,Thunder Fang,Ice Fang,Fire Fang","0,0,1,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4"
145,"Horn Attack,Tail Whip,Stomp,Fury Attack,Smack Down,Scary Face,Rock Blast,Bulldoze,Chip Away,Take Down,Drill Run,Hammer Arm,Stone Edge,Earthquake,Horn Drill,Megahorn,Dragon Rush,Skull Bash,Smart Strike","0,0,1,1,1,2,2,2,2,2,2,3,3,3,3,3,4,4,4"
146,"Pound,Defense Curl,Refresh,Growl,Soft Boiled,Double Slap,Heal Pulse,Bestow,Minimize,Take Down,Sing,Fling,Double-Edge,Egg Bomb,Light Screen,Healing Wish,Heal Bell,Seismic Toss,Present","0,0,1,1,1,1,2,2,2,2,2,3,3,3,3,3,4,4,4"
147,"Constrict,Ingrain,Sleep Powder,Vine Whip,Absorb,Poison Powder,Bind,Growth,Mega Drain,Knock Off,Stun Spore,Natural Gift,Slam,Ancient Power,Giga Drain,Tickle,Wring Out,Grassy Terrain,Power Whip,Amnesia,Confusion,Substitute","0,0,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4"
148,"Comet Punch,Leer,Fake Out,Tail Whip,Bite,Double Hit,Rage,Mega Punch,Chip Away,Dizzy Punch,Crunch,Endure,Outrage,Sucker Punch,Reversal,Aqua Tail,Captivate,Counter","0,0,1,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4"
149,"Comet Punch,Leer,Fake Out,Tail Whip,Bite,Double Hit,Rage,Mega Punch,Chip Away,Dizzy Punch,Crunch,Endure,Outrage,Sucker Punch,Reversal,Aqua Tail,Captivate,Counter","0,0,1,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4"
150,"Water Gun,Smokescreen,Leer,Bubble,Focus Energy,Bubble Beam,Agility,Twister,Brine,Hydro Pump,Dragon Dance,Dragon Pulse,Aurora Beam,Signal Beam,Octazooka","0,0,1,1,1,2,2,2,2,3,3,3,4,4,4"
151,"Water Gun,Smokescreen,Leer,Bubble,Focus Energy,Bubble Beam,Agility,Twister,Brine,Hydro Pump,Dragon Dance,Dragon Pulse,Aurora Beam,Signal Beam,Octazooka","0,0,1,1,1,2,2,2,2,3,3,3,4,4,4"
152,"Peck,Water Sport,Supersonic,Horn Attack,Water Pulse,Flail,Aqua Ring,Fury Attack,Waterfall,Horn Drill,Agility,Soak,Megahorn,Bounce,Mud Sport,Drill Run","0,0,1,1,1,2,2,2,2,3,3,3,3,4,4,4"
153,"Peck,Water Sport,Horn Attack,Tail Whip,Supersonic,Poison Jab,Water Pulse,Flail,Aqua Ring,Fury Attack,Waterfall,Horn Drill,Agility,Soak,Megahorn,Bounce,Mud Sport,Drill Run","0,0,1,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4"
154,"Tackle,Harden,Water Gun,Rapid Spin,Recover,Psywave,Swift,Bubble Beam,Camouflage,Gyro Ball,Brine,Minimize,Reflect Type,Power Gem,Confuse Ray,Psychic,Light Screen,Cosmic Power,Hydro Pump,Thunder Wave,Signal Beam,Twister","0,0,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4"
155,"Spotlight,Water Gun,Recover,Swift,Rapid Spin,Confuse Ray,Hydro Pump,Signal Beam,Thunder Wave,Twister","0,1,1,2,2,3,3,4,4,4"
156,"Barrier,Confusion,Quick Guard,Wide Guard,Magical Leaf,Trick,Power Swap,Guard Swap,Copycat,Meditate,Double Slap,Mimic,Psywave,Encore,Light Screen,Reflect,Psybeam,Substitute,Recycle,Misty Terrain,Psychic,Role Play,Baton Pass,Safeguard,Confuse Ray,Fake Out,Nasty Plot","0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4"
157,"Pound,Rapid Spin,Baton Pass,Ice Shard,Confusion,Ally Switch,Icy Wind,Double Kick,Copycat,Encore,Role Play,Protect,Recycle,Mimic,Light Screen,Reflect,Ice Beam,Hypnosis,Mirror Coat,Sucker Punch,Freeze Dry,Psychic,Safeguard,Dazzling Gleam,Misty Terrain,Teeter Dance,Rain Dance,Hail","0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4"
158,"Quick Attack,Leer,Vacuum Wave,Focus Energy,False Swipe,Pursuit,Agility,Wing Attack,Fury Cutter,Slash,Razor Wind,Double Team,Double Hit,Night Slash,X-Scissor,Air Slash,Swords Dance,Feint,Tailwind,Steel Wing","0,0,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
159,"Pound,Lick,Lovely Kiss,Powder Snow,Draining Kiss,Body Slam,Double Slap,Ice Punch,Heart Stamp,Mean Look,Fake Tears,Wake-Up Slap,Avalanche,Perish Song,Wring Out,Blizzard,Fake Out,Nasty Plot,Aurora Veil","0,0,1,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
160,"Quick Attack,Leer,Thunder Shock,Low Kick,Swift,Shock Wave,Thunder Wave,Electro Ball,Light Screen,Thunder Punch,Discharge,Screech,Thunderbolt,Thunder,Dual Chop,Ice Punch,Meditate","0,0,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4"
161,"Smog,Leer,Ember,Smokescreen,Feint Attack,Fire Spin,Clear Smog,Flame Burst,Confuse Ray,Fire Punch,Sunny Day,Lava Plume,Flamethrower,Fire Blast,Heat Wave,Karate Chop,Dual Chop","0,0,0,1,1,1,2,2,2,2,2,3,3,3,4,4,4"
162,"Vice Grip,Focus Energy,Bind,Seismic Toss,Harden,Revenge,Brick Break,Vital Throw,Double Hit,Submission,X-Scissor,Storm Throw,Thrash,Swords Dance,Superpower,Guillotine,Iron Defense,Stealth Rock,Feint Attack","0,0,1,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
163,"Vice Grip,Focus Energy,Bind,Seismic Toss,Harden,Revenge,Brick Break,Vital Throw,Double Hit,Submission,X-Scissor,Storm Throw,Thrash,Swords Dance,Superpower,Guillotine,Iron Defense,Stealth Rock,Feint Attack","0,0,1,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
164,"Tackle,Tail Whip,Rage,Horn Attack,Pursuit,Scary Face,Rest,Payback,Work Up,Zen Headbutt,Take Down,Swagger,Thrash,Giga Impact,Smart Strike,Outrage,Sleep Talk","0,0,1,1,1,2,2,2,2,2,2,3,3,3,4,4,4"
165,"Splash,Tackle,Flail,Bounce","0,2,3,4"
166,"Dragon Rage,Leer,Twister,Ice Fang,Scary Face,Bite,Hurricane,Thrash,Aqua Tail,Rain Dance,Crunch,Dragon Dance,Hydro Pump,Hyper Beam,Thunder Wave,Outrage,Bounce","0,0,1,1,1,1,1,2,2,2,2,2,3,3,4,4,4"
167,"Dragon Rage,Leer,Twister,Ice Fang,Scary Face,Bite,Hurricane,Thrash,Aqua Tail,Rain Dance,Crunch,Dragon Dance,Hydro Pump,Hyper Beam,Thunder Wave,Outrage,Bounce","0,0,1,1,1,1,1,2,2,2,2,2,3,3,4,4,4"
168,"Sing,Growl,Water Gun,Mist,Confuse Ray,Ice Shard,Water Pulse,Body Slam,Rain Dance,Brine,Ice Beam,Perish Song,Safeguard,Hydro Pump,Sheer Cold,Dragon Dance,Freeze Dry,Outrage","0,0,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
169,Transform,0
170,"Helping Hand,Growl,Tackle,Tail Whip,Sand Attack,Baby-Doll Eyes,Swift,Quick Attack,Bite,Refresh,Covet,Take Down,Charm,Baton Pass,Double-Edge,Last Resort,Trump Card,Wish,Tickle,Fake Tears","0,0,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
171,"Tackle,Helping Hand,Tail Whip,Sand Attack,Water Gun,Quick Attack,Water Pulse,Aurora Beam,Aqua Ring,Acid Armor,Haze,Muddy Water,Last Resort,Hydro Pump,Wish,Icy Wind,Yawn","0,0,1,1,1,2,2,2,2,2,2,3,3,3,4,4,4"
172,"Tackle,Helping Hand,Tail Whip,Sand Attack,Thunder Shock,Quick Attack,Double Kick,Thunder Fang,Pin Missile,Agility,Thunder Wave,Discharge,Last Resort,Thunder,Wish,Magnet Rise,Endure","0,0,1,1,1,2,2,2,2,2,2,3,3,3,4,4,4"
173,"Tackle,Helping Hand,Tail Whip,Sand Attack,Ember,Quick Attack,Bite,Fire Fang,Fire Spin,Scary Face,Smog,Lava Plume,Last Resort,Flare Blitz,Wish,Detect,Heat Wave","0,0,1,1,1,2,2,2,2,2,2,3,3,3,4,4,4"
174,"Conversion,Tackle,Conversion 2,Sharpen,Psybeam,Agility,Recover,Magnet Rise,Signal Beam,Recycle,Discharge,Lock-On,Tri Attack,Magic Coat,Zap Cannon,Electroweb,Foul Play,Pain Split","0,0,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
175,"Constrict,Withdraw,Bite,Water Gun,Rollout,Leer,Mud Shot,Brine,Protect,Ancient Power,Tickle,Rock Blast,Shell Smash,Hydro Pump,Toxic Spikes,Spikes,Iron Defense","0,0,1,1,1,2,2,2,2,2,2,3,3,3,4,4,4"
176,"Constrict,Withdraw,Bite,Water Gun,Rollout,Leer,Mud Shot,Brine,Protect,Ancient Power,Spike Cannon,Tickle,Rock Blast,Shell Smash,Hydro Pump,Toxic Spikes,Spikes,Iron Defense","0,0,1,1,1,2,2,2,2,2,2,2,3,3,3,4,4,4"
177,"Scratch,Harden,Absorb,Leer,Sand Attack,Mud Shot,Endure,Aqua Jet,Mega Drain,Metal Sound,Ancient Power,Wring Out,Confuse Ray,Stealth Rock,Iron Defense","0,0,1,1,1,2,2,2,2,2,3,3,4,4,4"
178,"Scratch,Harden,Absorb,Leer,Sand Attack,Feint,Mud Shot,Metal Sound,Endure,Aqua Jet,Mega Drain,Slash,Night Slash,Ancient Power,Wring Out,Iron Defense,Stealth Rock,Confuse Ray","0,0,1,1,1,2,2,2,2,2,2,2,3,3,3,4,4,4"
179,"Wing Attack,Supersonic,Bite,Scary Face,Take Down,Ice Fang,Thunder Fang,Fire Fang,Roar,Agility,Crunch,Iron Head,Sky Drop,Hyper Beam,Rock Slide,Giga Impact,Dragon Breath,Roost,Aqua Tail","0,0,1,1,1,2,2,2,2,2,2,2,2,3,3,3,4,4,4"
180,"Wing Attack,Supersonic,Bite,Scary Face,Take Down,Ice Fang,Thunder Fang,Fire Fang,Roar,Agility,Crunch,Iron Head,Sky Drop,Hyper Beam,Rock Slide,Giga Impact,Dragon Breath,Roost,Aqua Tail","0,0,1,1,1,2,2,2,2,2,2,2,2,3,3,3,4,4,4"
181,"Tackle,Defense Curl,Amnesia,Lick,Yawn,Chip Away,Body Slam,Rest,Snore,Sleep Talk,Rollout,Block,Crunch,Belly Drum,Heavy Slam,Giga Impact,High Horsepower,Outrage,Gunk Shot,Self Destruct","0,0,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
182,"Gust,Powder Snow,Mist,Ice Shard,Mind Reader,Ancient Power,Agility,Freeze Dry,Reflect,Hail,Tailwind,Ice Beam,Blizzard,Roost,Hurricane,Sheer Cold,Icy Wind,Water Pulse,Ominous Wind,Whirlwind,Sky Attack,Fly","5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5"
183,"Peck,Thunder Shock,Thunder Wave,Detect,Pluck,Ancient Power,Charge,Agility,Discharge,Rain Dance,Light Screen,Drill Peck,Thunder,Roost,Magnetic Flux,Zap Cannon,Heat Wave,Whirlwind,Sky Attack,Twister,Laser Focus,Fly","5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5"
184,"Wing Attack,Ember,Fire Spin,Agility,Endure,Ancient Power,Flamethrower,Safeguard,Air Slash,Sunny Day,Heat Wave,Solar Beam,Sky Attack,Roost,Hurricane,Burn Up,Will-O-Wisp,Flame Charge,Curse,Fire Blast,Swift,Fly","5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5"
185,"Wrap,Leer,Thunder Wave,Twister,Dragon Rage,Slam,Agility,Dragon Tail,Aqua Tail,Dragon Rush,Safeguard,Dragon Dance,Outrage,Hyper Beam,Aqua Jet,Extreme Speed,Mist","0,0,1,1,2,2,2,2,2,2,2,3,3,3,4,4,4"
186,"Wrap,Leer,Thunder Wave,Twister,Dragon Rage,Slam,Agility,Dragon Tail,Aqua Tail,Dragon Rush,Safeguard,Dragon Dance,Outrage,Hyper Beam,Aqua Jet,Extreme Speed,Mist","0,0,1,1,2,2,2,2,2,2,2,3,3,3,4,4,4"
187,"Leer,Wrap,Twister,Thunder Wave,Fire Punch,Thunder Punch,Roost,Dragon Rage,Slam,Agility,Dragon Tail,Aqua Tail,Dragon Rush,Safeguard,Wing Attack,Dragon Dance,Outrage,Hyper Beam,Hurricane,Extreme Speed,Draco Meteor,Tailwind","0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
188,"Laser Focus,Psywave,Confusion,Disable,Safeguard,Swift,Future Sight,Psych Up,Miracle Eye,Psycho Cut,Power Swap,Guard Swap,Recover,Psychic,Barrier,Aura Sphere,Amnesia,Mist,Me First,Psystrike,Self Destruct,Telekinesis,Blizzard,Drain Punch,Snatch","5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5"
